RA;Ano_avaliacao;Nome_aluno;Idade;Fase;Turma;Instituicao_ensino;INDE;Pedra_atual;Pedra 20;Pedra 21;IDA;IEG;IAA;IPS;IPV;IAN;Nota_mat;Nota_port;Nota_ing;Atingiu PV;Defasagem;Fase ideal;IPP;Atingiu_PV_calculado;Delta_INDE;Delta_IDA;Delta_IEG;Delta_IAA;Delta_IPS;Delta_IPP;Delta_IPV;Delta_IAN;Evolucao_INDE;Evolucao_IDA;Evolucao_IEG;Evolucao_IAA;Evolucao_IPS;Evolucao_IPP;Evolucao_IPV;Evolucao_IAN;Persona_aluno
RA-881;2023;Aluno-881;8;Alfa;ALFA B - G2/G3;Escola Pública;7.7322;Ametista;Pré-ingresso;Pré-ingresso;7.3;8.9;10.0;7.52;6.25;10.0;7.5;7.0;;Não avaliado;0;ALFA (1° e 2° ano);5.0;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-882;2023;Aluno-882;8;Alfa;ALFA C - G0/G1;Escola Pública;6.0092;Ágata;Pré-ingresso;Pré-ingresso;4.7;8.6;9.0;2.52;4.16;10.0;4.8;4.5;;Não avaliado;0;ALFA (1° e 2° ano);3.75;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-883;2023;Aluno-883;8;Alfa;ALFA C - G0/G1;Escola Pública;8.5082;Topázio;Pré-ingresso;Pré-ingresso;8.4;9.7;9.5;6.89;8.17;10.0;8.0;8.7;;Não avaliado;0;ALFA (1° e 2° ano);6.25;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-884;2023;Aluno-884;7;Alfa;ALFA C - G0/G1;Escola Pública;8.4587;Topázio;Pré-ingresso;Pré-ingresso;8.8;9.7;9.0;4.39;8.66;10.0;8.4;9.2;;Não avaliado;0;ALFA (1° e 2° ano);6.875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-884;2024;Aluno-884;8;Alfa;ALFA B - G2/G3;Escola Pública;8.0345030302;Topázio;Pré-ingresso;Pré-ingresso;8.75;8.818181818;10.002;6.26;8.223333333;5.0;10.0;7.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-0.42419696980000055;-0.05000000000000071;-0.881818182;1.0020000000000007;1.87;0.625;-0.4366666670000008;-5.0;Recuo;Recuo;Recuo;Avanço;Avanço;Avanço;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-885;2023;Aluno-885;7;Alfa;ALFA C - G0/G1;Escola Pública;8.8252;Topázio;Pré-ingresso;Pré-ingresso;8.7;9.8;9.0;7.52;8.665;10.0;8.5;8.8;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-885;2024;Aluno-885;9;Alfa;ALFA D - G2/G3;Escola Pública;8.2072;Topázio;Pré-ingresso;Pré-ingresso;8.5;10.0;8.502;7.51;8.28;5.0;10.0;7.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-0.6180000000000003;-0.1999999999999993;0.1999999999999993;-0.49799999999999933;-0.009999999999999787;0.0;-0.3849999999999998;-5.0;Recuo;Recuo;Avanço;Recuo;Recuo;Neutra;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-886;2023;Aluno-886;7;Alfa;ALFA C - G0/G1;Escola Pública;8.6422;Topázio;Pré-ingresso;Pré-ingresso;8.1;9.4;8.5;7.52;9.0;10.0;7.6;8.5;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-886;2024;Aluno-886;8;Alfa;ALFA E - G2/G3;Escola Pública;8.419200000000002;Topázio;Pré-ingresso;Pré-ingresso;8.75;10.0;9.502;8.13;8.28;5.0;9.0;8.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-0.22299999999999898;0.6500000000000004;0.5999999999999996;1.0020000000000007;0.6100000000000012;0.0;-0.7200000000000006;-5.0;Recuo;Avanço;Avanço;Avanço;Avanço;Neutra;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-887;2023;Aluno-887;8;Alfa;ALFA C - G0/G1;Escola Pública;8.6718;Topázio;Pré-ingresso;Pré-ingresso;8.4;8.9;8.9;7.52;9.09;10.0;7.8;9.0;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-888;2023;Aluno-888;7;Alfa;ALFA C - G0/G1;Escola Pública;8.9182;Topázio;Pré-ingresso;Pré-ingresso;8.8;10.0;9.0;7.52;8.83;10.0;8.2;9.3;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-888;2024;Aluno-888;8;Alfa;ALFA D - G2/G3;Escola Pública;8.1942;Topázio;Pré-ingresso;Pré-ingresso;8.5;10.0;9.002;6.88;8.28;5.0;9.0;8.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-0.7240000000000002;-0.3000000000000007;0.0;0.002000000000000668;-0.6399999999999997;0.0;-0.5500000000000007;-5.0;Recuo;Recuo;Neutra;Avanço;Recuo;Neutra;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-889;2023;Aluno-889;8;Alfa;ALFA C - G0/G1;Escola Pública;8.8092;Topázio;Pré-ingresso;Pré-ingresso;9.1;9.5;8.5;6.89;9.0;10.0;8.7;9.5;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-889;2024;Aluno-889;9;Alfa;ALFA B - G2/G3;Escola Pública;8.191290909100001;Topázio;Pré-ingresso;Pré-ingresso;9.75;9.2954545455;8.502;6.26;8.28;5.0;10.0;9.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-0.6179090908999996;0.6500000000000004;-0.20454545449999983;0.002000000000000668;-0.6299999999999999;0.0;-0.7200000000000006;-5.0;Recuo;Avanço;Recuo;Avanço;Recuo;Neutra;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-89;2022;Aluno-89;16;Fase 5;K;Escola Pública;7.323;Ametista;Pré-ingresso;Quartzo;5.9;7.8;9.6;7.5;8.0;5.0;7.5;5.7;4.7;Não;-1;Fase 6 (2º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-89;2023;Aluno-89;17;Fase 6;6L;Escola Pública;6.700775;Ágata;Pré-ingresso;Quartzo;5.1;8.1;8.3;5.0;7.465;5.0;6.3;2.3;6.7;Não avaliado;-1;Fase 7 (3° EM);7.34375;Não;-0.6222250000000003;-0.8000000000000007;0.2999999999999998;-1.299999999999999;-2.5;;-0.5350000000000001;0.0;Recuo;Recuo;Avanço;Recuo;Recuo;Sem dados;Recuo;Neutra;Esforçados em risco emocional
RA-890;2023;Aluno-890;8;Alfa;ALFA C - G0/G1;Escola Pública;6.989;Ágata;Pré-ingresso;Pré-ingresso;8.3;9.1;0.0;2.52;8.16;10.0;8.0;8.6;;Não avaliado;0;ALFA (1° e 2° ano);6.25;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-891;2023;Aluno-891;9;Alfa;ALFA C - G0/G1;Escola Pública;7.8882;Ametista;Pré-ingresso;Pré-ingresso;7.5;9.5;9.5;6.89;7.995;5.0;6.2;8.8;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-891;2024;Aluno-891;10;Alfa;ALFA B - G2/G3;Escola Pública;8.035957575700001;Topázio;Pré-ingresso;Pré-ingresso;8.75;9.0454545455;10.002;6.26;8.003333333;5.0;10.0;7.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;0.14775757570000092;1.25;-0.45454545449999983;0.5020000000000007;-0.6299999999999999;0.0;0.008333333000000387;0.0;Avanço;Avanço;Recuo;Avanço;Recuo;Neutra;Avanço;Neutra;Alto desempenho (estrelas resilientes)
RA-892;2023;Aluno-892;8;Alfa;ALFA D - G2/G3;Escola Pública;8.8112;Topázio;Pré-ingresso;Pré-ingresso;8.3;9.6;8.0;6.89;10.01;10.0;8.5;8.0;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-892;2024;Aluno-892;9;Fase 1;1C;Escola Pública;8.697700000000001;Topázio;Pré-ingresso;Pré-ingresso;8.75;10.0;8.002;7.51;7.92;10.0;10.0;7.5;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Não;-0.11349999999999838;0.4499999999999993;0.40000000000000036;0.002000000000000668;0.6200000000000001;0.625;-2.09;0.0;Recuo;Avanço;Avanço;Avanço;Avanço;Avanço;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-893;2023;Aluno-893;9;Alfa;ALFA D - G2/G3;Escola Pública;8.8042;Topázio;Pré-ingresso;Pré-ingresso;9.3;10.0;9.5;7.52;10.01;5.0;9.5;9.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-893;2024;Aluno-893;10;Fase 1;1B;Escola Pública;8.8910333334;Topázio;Pré-ingresso;Pré-ingresso;9.25;10.0;9.002;7.51;7.886666667;10.0;10.0;8.5;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Não;0.08683333339999955;-0.05000000000000071;0.0;-0.49799999999999933;-0.009999999999999787;0.625;-2.1233333329999997;5.0;Avanço;Recuo;Neutra;Recuo;Recuo;Avanço;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-894;2023;Aluno-894;9;Alfa;ALFA D - G2/G3;Escola Pública;8.8142;Topázio;Pré-ingresso;Pré-ingresso;9.4;9.9;9.5;7.52;10.01;5.0;9.3;9.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-894;2024;Aluno-894;10;Fase 1;1C;Escola Pública;8.67895;Topázio;Pré-ingresso;Pré-ingresso;9.5;10.0;10.002;7.51;8.42;5.0;9.0;10.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.4375;Sim;-0.1352499999999992;0.09999999999999964;0.09999999999999964;0.5020000000000007;-0.009999999999999787;0.9375;-1.5899999999999999;0.0;Recuo;Avanço;Avanço;Avanço;Recuo;Avanço;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-895;2023;Aluno-895;8;Alfa;ALFA D - G2/G3;Escola Pública;8.5397;Topázio;Pré-ingresso;Pré-ingresso;6.8;9.5;9.5;7.52;9.5;10.0;6.8;6.7;;Não avaliado;0;ALFA (1° e 2° ano);6.875;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-895;2024;Aluno-895;9;Alfa;ALFA B - G2/G3;Escola Pública;8.2579575757;Topázio;Pré-ingresso;Pré-ingresso;9.5;9.5454545455;9.502;6.26;8.113333333;5.0;10.0;9.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-0.2817424242999991;2.7;0.045454545500000165;0.002000000000000668;-1.2599999999999998;0.625;-1.386666667;-5.0;Recuo;Avanço;Avanço;Avanço;Recuo;Avanço;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-896;2023;Aluno-896;7;Alfa;ALFA D - G2/G3;Escola Pública;9.0912;Topázio;Pré-ingresso;Pré-ingresso;8.5;10.0;9.5;6.89;10.01;10.0;9.0;8.0;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-896;2024;Aluno-896;8;Fase 1;1C;Escola Pública;8.2852454545;Topázio;Pré-ingresso;Pré-ingresso;6.5;9.7727272725;8.502;7.51;8.085;10.0;6.5;6.5;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Não;-0.8059545455000006;-2.0;-0.22727272750000083;-0.9979999999999993;0.6200000000000001;0.625;-1.924999999999999;0.0;Recuo;Recuo;Recuo;Recuo;Avanço;Avanço;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-897;2023;Aluno-897;9;Alfa;ALFA D - G2/G3;Escola Pública;5.48225;Quartzo;Pré-ingresso;Pré-ingresso;6.5;8.1;0.0;7.52;3.32;5.0;7.2;5.7;;Não avaliado;-1;Fase 1 (3° e 4° ano);6.5625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-897;2024;Aluno-897;10;Alfa;ALFA I - G2/G3;Escola Pública;5.2212050505;Quartzo;Pré-ingresso;Pré-ingresso;6.0;2.7525252525;7.002;2.51;6.66;5.0;5.5;6.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);6.875;Não;-0.26104494949999957;-0.5;-5.3474747475;7.002;-5.01;0.3125;3.3400000000000003;0.0;Recuo;Recuo;Recuo;Avanço;Recuo;Avanço;Avanço;Neutra;Alerta acadêmico (desfocados)
RA-898;2023;Aluno-898;9;Alfa;ALFA E - G2/G3;Escola Pública;8.4217;Topázio;Pré-ingresso;Pré-ingresso;9.4;9.8;9.0;3.77;10.01;5.0;9.7;9.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);8.125;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-898;2024;Aluno-898;10;Fase 1;1B;Escola Pública;7.8661333334000005;Ametista;Pré-ingresso;Pré-ingresso;7.5;10.0;6.418;7.51;8.616666667;5.0;9.0;6.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.5;Sim;-0.555566666599999;-1.9000000000000004;0.1999999999999993;-2.582;3.7399999999999998;-0.625;-1.3933333329999993;0.0;Recuo;Recuo;Avanço;Recuo;Avanço;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-899;2023;Aluno-899;8;Alfa;ALFA E - G2/G3;Escola Pública;8.8452;Topázio;Pré-ingresso;Pré-ingresso;9.5;9.8;10.0;3.77;9.34;10.0;9.3;9.6;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-899;2024;Aluno-899;9;Fase 1;1B;Escola Pública;8.425024769300002;Topázio;Pré-ingresso;Pré-ingresso;8.25;9.1007905135;10.002;5.635;7.893333333;10.0;8.0;8.5;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Não;-0.4201752306999982;-1.25;-0.6992094865000009;0.002000000000000668;1.8649999999999998;0.625;-1.4466666669999997;0.0;Recuo;Recuo;Recuo;Avanço;Avanço;Avanço;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-9;2022;Aluno-9;18;Fase 7;A;Escola Pública;8.109;Topázio;Ametista;Ametista;6.7;9.5;8.8;7.5;9.5;5.0;5.5;6.0;8.7;Sim;-1;Fase 8 (Universitários);;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-90;2022;Aluno-90;13;Fase 5;L;Rede Decisão;9.442;Topázio;Topázio;Topázio;8.5;9.7;10.0;9.4;9.75;10.0;7.7;8.0;9.8;Sim;2;Fase 3 (7º e 8º ano);;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-90;2023;Aluno-90;14;Fase 5;5L;Privada - Programa de Apadrinhamento;8.699408333;Topázio;Topázio;Topázio;7.7;9.6;10.0;7.52;8.1725;10.0;6.7;6.8;9.5;Não avaliado;1;Fase 4 (9° ano);8.59375;Não;-0.742591667000001;-0.7999999999999998;-0.09999999999999964;0.0;-1.8800000000000008;;-1.5775000000000006;0.0;Recuo;Recuo;Recuo;Neutra;Recuo;Sem dados;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-90;2024;Aluno-90;15;Fase 7;7E;Privada - Parcerias com Bolsa 100%;8.352033333333335;Topázio;Topázio;Topázio;8.066666666666666;9.0;10.002;6.885;7.5;10.0;7.7;8.3;8.2;Não avaliado;2;Fase 5 (1° EM);7.5;Não;-0.3473749996666644;0.36666666666666625;-0.5999999999999996;0.002000000000000668;-0.6349999999999998;-1.09375;-0.6724999999999994;0.0;Recuo;Avanço;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-900;2023;Aluno-900;8;Alfa;ALFA E - G2/G3;Escola Pública;8.8947;Topázio;Pré-ingresso;Pré-ingresso;7.8;9.8;9.0;9.38;8.67;10.0;8.0;7.5;;Não avaliado;0;ALFA (1° e 2° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-900;2024;Aluno-900;9;Fase 1;1B;Escola Pública;8.802003030200002;Topázio;Pré-ingresso;Pré-ingresso;8.5;9.318181818;9.002;8.13;8.563333333;10.0;8.0;9.0;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Sim;-0.09269696979999864;0.7000000000000002;-0.48181818200000137;0.002000000000000668;-1.25;0.0;-0.10666666700000071;0.0;Recuo;Avanço;Recuo;Avanço;Recuo;Neutra;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-901;2023;Aluno-901;10;Alfa;ALFA E - G2/G3;Escola Pública;7.3112;Ametista;Pré-ingresso;Pré-ingresso;7.5;8.7;8.5;3.77;8.595;5.0;7.7;7.3;;Não avaliado;-2;Fase 2 (5° e 6° ano);6.25;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-902;2023;Aluno-902;12;Alfa;ALFA E - G2/G3;Escola Pública;5.97345;Quartzo;Pré-ingresso;Pré-ingresso;3.9;9.3;10.0;2.52;6.5;2.5;4.5;3.3;;Não avaliado;-3;Fase 3 (7° e 8° ano);5.3125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-903;2023;Aluno-903;8;Alfa;ALFA E - G2/G3;Escola Pública;8.5242;Topázio;Pré-ingresso;Pré-ingresso;7.8;9.6;10.0;5.02;9.01;10.0;7.7;7.8;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-903;2024;Aluno-903;9;Fase 1;1B;Escola Pública;8.0758287879;Topázio;Pré-ingresso;Pré-ingresso;5.0;9.7727272725;10.002;7.505;7.946666667;10.0;6.0;4.0;;Não avaliado;0;Fase 1 (3° e 4° ano);7.8125;Não;-0.44837121209999964;-2.8;0.17272727249999953;0.002000000000000668;2.4850000000000003;0.3125;-1.063333333;0.0;Recuo;Recuo;Avanço;Avanço;Avanço;Avanço;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-904;2023;Aluno-904;7;Alfa;ALFA F - G0/G1;Escola Pública;8.140783333;Topázio;Pré-ingresso;Pré-ingresso;6.4;9.3;9.0;7.52;7.836666667;10.0;6.0;6.8;;Não avaliado;0;ALFA (1° e 2° ano);7.8125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-904;2024;Aluno-904;8;Alfa;ALFA F - G0/G1;Escola Pública;7.6352;Ametista;Pré-ingresso;Pré-ingresso;6.0;8.75;9.502;7.51;8.67;5.0;6.0;6.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Sim;-0.5055833329999997;-0.40000000000000036;-0.5500000000000007;0.5020000000000007;-0.009999999999999787;-0.3125;0.8333333329999997;-5.0;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Avanço;Recuo;Alto desempenho (estrelas resilientes)
RA-905;2023;Aluno-905;9;Alfa;ALFA F - G0/G1;Escola Pública;7.831033333;Ametista;Pré-ingresso;Pré-ingresso;8.3;9.4;9.5;7.52;7.056666667;5.0;7.5;9.0;;Não avaliado;-1;Fase 1 (3° e 4° ano);6.875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-905;2024;Aluno-905;10;Alfa;ALFA J - G2/G3;Escola Pública;6.3925823529;Ágata;Pré-ingresso;Pré-ingresso;3.0;7.7794117645;9.002;7.51;6.99;5.0;2.0;4.0;;Não avaliado;-2;Fase 2 (5° e 6° ano);6.875;Não;-1.4384509800999998;-5.300000000000001;-1.6205882355000005;-0.49799999999999933;-0.009999999999999787;0.0;-0.06666666699999979;0.0;Recuo;Recuo;Recuo;Recuo;Recuo;Neutra;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-906;2023;Aluno-906;8;Alfa;ALFA F - G0/G1;Escola Pública;8.1922;Topázio;Pré-ingresso;Pré-ingresso;8.6;9.2;7.5;7.52;6.95;10.0;7.7;9.4;;Não avaliado;0;ALFA (1° e 2° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-907;2023;Aluno-907;8;Alfa;ALFA F - G0/G1;Escola Privada;8.962033333;Topázio;Pré-ingresso;Pré-ingresso;9.3;9.6;9.5;7.52;8.336666667;10.0;9.2;9.4;;Não avaliado;0;ALFA (1° e 2° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-907;2024;Aluno-907;9;Alfa;ALFA J - G2/G3;Escola Privada;7.9400888889;Ametista;Pré-ingresso;Pré-ingresso;8.75;8.9444444445;9.002;7.51;7.5;5.0;10.0;7.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.5;Não;-1.0219444441000007;-0.5500000000000007;-0.6555555554999994;-0.49799999999999933;-0.009999999999999787;-0.625;-0.8366666669999994;-5.0;Recuo;Recuo;Recuo;Recuo;Recuo;Recuo;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-908;2023;Aluno-908;8;Alfa;ALFA F - G0/G1;Escola Pública;8.479366667;Topázio;Pré-ingresso;Pré-ingresso;7.9;9.0;9.0;7.52;8.223333333;10.0;6.7;9.0;;Não avaliado;0;ALFA (1° e 2° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-908;2024;Aluno-908;9;Alfa;ALFA I - G2/G3;Escola Pública;6.764292246;Ágata;Pré-ingresso;Pré-ingresso;4.75;8.14171123;8.502;7.51;6.83;5.0;3.0;6.5;;Não avaliado;-1;Fase 1 (3° e 4° ano);7.1875;Não;-1.7150744210000006;-3.1500000000000004;-0.8582887699999997;-0.49799999999999933;-0.009999999999999787;-0.9375;-1.3933333329999993;-5.0;Recuo;Recuo;Recuo;Recuo;Recuo;Recuo;Recuo;Recuo;Alerta acadêmico (desfocados)
RA-909;2023;Aluno-909;10;Alfa;ALFA F - G0/G1;Escola Pública;8.486033333;Topázio;Pré-ingresso;Pré-ingresso;9.2;9.9;10.0;7.52;8.056666667;5.0;9.1;9.2;;Não avaliado;-2;Fase 2 (5° e 6° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-909;2024;Aluno-909;11;Alfa;ALFA J - G2/G3;Escola Pública;7.722033333300001;Ametista;Pré-ingresso;Pré-ingresso;8.25;8.1666666665;10.002;7.51;7.5;5.0;10.0;6.5;;Não avaliado;-2;Fase 2 (5° e 6° ano);6.875;Não;-0.7639999996999993;-0.9499999999999993;-1.733333333500001;0.002000000000000668;-0.009999999999999787;-1.25;-0.556666667;0.0;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-91;2022;Aluno-91;16;Fase 5;L;Rede Decisão;6.645;Ágata;Ametista;Ametista;6.6;5.7;9.2;5.6;7.125;5.0;5.5;5.7;8.5;Não;-1;Fase 6 (2º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-91;2023;Aluno-91;17;Fase 6;6L;Privada - Programa de Apadrinhamento;7.42395;Ametista;Ametista;Ametista;7.4;7.4;10.0;6.89;7.4675;5.0;9.5;5.0;7.7;Não avaliado;-1;Fase 7 (3° EM);7.8125;Não;0.77895;0.8000000000000007;1.7000000000000002;0.8000000000000007;1.29;;0.34250000000000025;0.0;Avanço;Avanço;Avanço;Avanço;Avanço;Sem dados;Avanço;Neutra;Alto desempenho (estrelas resilientes)
